rank,city,total,urban,rural,year,rate
31,Afyonkarahisar,698.626,370.411,328.215,2011,%53 %47
38,AÄrÄ±,555.479,290.904,264.575,2011,%52 %48
49,Aksaray,378.823,233.005,145.818,2011,%62 %38
56,Amasya,323.079,210.947,112.132,2011,%65 %35
2,Ankara,4.890.893,4.762.116,128.777,2011,%97 %3
6,Antalya,2.043.482,1.450.209,593.273,2011,%71 %29
79,Ardahan,107.455,37.424,70.031,2011,%35 %65
76,Artvin,166.394,91.886,74.508,2011,%55 %45
20,AydÄ±n,999.163,599.973,399.19,2011,%60 %40
17,BalÄ±kesir,1.154.314,701.213,453.101,2011,%61 %39
74,BartÄ±n,187.291,65.856,121.435,2011,%35 %65
40,Batman,524.499,388.523,135.976,2011,%74 %26
81,Bayburt,76.724,40.354,36.37,2011,%53 %47
71,Bilecik,203.849,153.017,50.832,2011,%75 %25
64,BingÃ¶l,262.263,147.081,115.182,2011,%56 %44
55,Bitlis,336.624,178.788,157.836,2011,%53 %47
61,Bolu,276.506,175.553,100.953,2011,%63 %37
65,Burdur,250.527,152.408,98.119,2011,%61 %39
4,Bursa,2.652.126,2.359.804,292.322,2011,%89 %11
41,Ãanakkale,486.445,268.082,218.363,2011,%55 %45
75,ÃankÄ±rÄ±,177.211,113.191,64.02,2011,%64 %36
39,Ãorum,534.578,361.244,173.334,2011,%68 %32
21,Denizli,942.278,655.322,286.956,2011,%70 %30
12,DiyarbakÄ±r,1.570.943,1.132.351,438.592,2011,%72 %28
51,DÃ¼zce,342.146,198.756,143.39,2011,%58 %42
48,Edirne,399.316,272.294,127.022,2011,%68 %32
37,ElazÄ±Ä,558.556,410.625,147.931,2011,%74 %26
69,Erzincan,215.277,125.324,89.953,2011,%58 %42
26,Erzurum,780.847,505.254,275.593,2011,%65 %35
25,EskiÅehir,781.247,700.355,80.892,2011,%90 %10
8,Gaziantep,1.753.596,1.556.149,197.447,2011,%89 %11
45,Giresun,419.498,248.547,170.951,2011,%59 %41
77,GÃ¼mÃ¼Åhane,132.374,64.082,68.292,2011,%48 %52
63,HakkÃ¢ri,272.165,153.860,118.305,2011,%57 %43
13,Hatay,1.474.223,732.802,741.421,2011,%50 %50
73,IÄdÄ±r,188.857,99.550,89.307,2011,%53 %47
47,Isparta,411.245,277.327,133.918,2011,%67 %33
1,Ä°stanbul,13.624.240,13.483.052,141.188,2011,%99 %1
3,Ä°zmir,3.965.232,3.623.540,341.692,2011,%91 %9
18,KahramanmaraÅ,1.054.210,656.783,397.427,2011,%62 %38
68,KarabÃ¼k,219.728,169.698,50.03,2011,%77 %23
66,Karaman,234.005,162.487,71.518,2011,%69 %31
59,Kars,305.755,129.047,176.708,2011,%42 %58
50,Kastamonu,359.759,197.704,162.055,2011,%55 %45
15,Kayseri,1.255.349,1.090.530,164.819,2011,%87 %13
78,Kilis,124.452,87.939,36.513,2011,%71 %29
62,KÄ±rÄ±kkale,274.992,233.768,41.224,2011,%85 %15
52,KÄ±rklareli,340.199,229.000,111.199,2011,%67 %33
67,KÄ±rÅehir,221.015,158.179,62.836,2011,%72 %28
11,Kocaeli,1.601.720,1.499.958,101.762,2011,%94 %6
7,Konya,2.038.555,1.527.937,510.618,2011,%75 %25
36,KÃ¼tahya,564.264,362.274,201.99,2011,%64 %36
28,Malatya,757.930,498.588,259.342,2011,%66 %34
14,Manisa,1.340.074,891.084,448.99,2011,%67 %34
27,Mardin,764.033,446.226,317.807,2011,%58 %42
10,Mersin,1.667.939,1.303.018,364.921,2011,%78 %22
23,MuÄla,838.324,362.513,475.811,2011,%43 %57
46,MuÅ,414.706,152.064,262.642,2011,%37 %63
60,NevÅehir,283.247,157.462,125.785,2011,%56 %44
54,NiÄde,337.553,168.596,168.957,2011,%50 %50
30,Ordu,714.390,409.288,305.102,2011,%57 %43
42,Osmaniye,485.357,354.054,131.303,2011,%73 %27
57,Rize,323.012,202.636,120.376,2011,%63 %37
22,Sakarya,888.556,664.813,223.743,2011,%75 %25
16,Samsun,1.251.729,827.796,423.933,2011,%66 %34
9,ÅanlÄ±urfa,1.716.254,951.925,764.329,2011,%55 %45
58,Siirt,310.468,189.854,120.614,2011,%61 %39
72,Sinop,203.027,109.807,93.22,2011,%54 %46
44,ÅÄ±rnak,457.997,290.307,167.69,2011,%63 %37
32,Sivas,627.056,425.297,201.759,2011,%68 %32
24,TekirdaÄ,829.873,572.359,257.514,2011,%69 %31
34,Tokat,608.299,358.872,249.427,2011,%59 %41
29,Trabzon,757.353,421.504,335.849,2011,%56 %44
80,Tunceli,85.062,56.112,28.95,2011,%66 %34
53,UÅak,339.731,228.785,110.946,2011,%67 %33
19,Van,1.022.532,526.725,495.807,2011,%52 %48
70,Yalova,206.535,142.881,63.654,2011,%69 %31
43,Yozgat,465.696,269.439,196.257,2011,%58 %42
33,Zonguldak,612.406,286.032,326.374,2011,%47 %53
5,Adana,2.125.635,1.886.624,239.011,2012,%89 %11
35,AdÄ±yaman,595.261,365.381,229.88,2012,%61 %39
31,Afyonkarahisar,703.948,377.845,326.103,2012,%54 %46
38,AÄrÄ±,552.404,292.525,259.879,2012,%53 %47
57,Amasya,322.283,211.474,110.809,2012,%66 %34
2,Ankara,4.965.542,4.842.136,123.406,2012,%98 %2
6,Antalya,2.092.537,1.492.674,599.863,2012,%71 %29
76,Artvin,167.082,93.673,73.409,2012,%56 %44
20,AydÄ±n,1.006.541,611.846,394.695,2012,%61 %39
17,BalÄ±kesir,1.160.731,711.743,448.988,2012,%61 %39
71,Bilecik,204.116,154.952,49.164,2012,%76 %24
64,BingÃ¶l,262.507,150.166,112.341,2012,%57 %43
55,Bitlis,337.253,182.939,154.314,2012,%54 %46
61,Bolu,281.080,181.613,99.467,2012,%65 %35
65,Burdur,254.341,157.690,96.651,2012,%62 %38
4,Bursa,2.688.171,2.402.012,286.159,2012,%89 %11
41,Ãanakkale,493.691,278.055,215.636,2012,%56 %44
75,ÃankÄ±rÄ±,184.406,115.415,68.991,2012,%63 %37
40,Ãorum,529.975,365.526,164.449,2012,%69 %31
21,Denizli,950.557,670.812,279.745,2012,%71 %29
12,DiyarbakÄ±r,1.592.167,1.155.258,436.909,2012,%73 %27
48,Edirne,399.708,276.579,123.129,2012,%69 %31
37,ElazÄ±Ä,562.703,418.991,143.712,2012,%74 %26
69,Erzincan,217.886,129.439,88.447,2012,%59 %41
26,Erzurum,778.195,509.474,268.721,2012,%65 %35
25,EskiÅehir,789.750,710.830,78.92,2012,%90 %10
8,Gaziantep,1.799.558,1.604.933,194.625,2012,%89 %11
45,Giresun,419.555,248.957,170.598,2012,%59 %41
77,GÃ¼mÃ¼Åhane,135.216,67.514,67.702,2012,%50 %50
62,HakkÃ¢ri,279.982,156.109,123.873,2012,%56 %44
13,Hatay,1.483.674,742.590,741.084,2012,%50 %50
46,Isparta,416.663,283.459,133.204,2012,%68 %32
10,Mersin,1.682.848,1.327.870,354.978,2012,%79 %21
1,Ä°stanbul,13.854.740,13.710.512,144.228,2012,%99 %1
3,Ä°zmir,4.005.459,3.661.930,343.529,2012,%91 %9
59,Kars,304.821,131.235,173.586,2012,%43 %57
50,Kastamonu,359.808,202.006,157.802,2012,%56 %44
15,Kayseri,1.274.968,1.116.393,158.575,2012,%88 %12
53,KÄ±rklareli,341.218,232.154,109.064,2012,%68 %32
68,KÄ±rÅehir,221.209,161.978,59.231,2012,%73 %27
11,Kocaeli,1.634.691,1.527.407,107.284,2012,%93 %7
7,Konya,2.052.281,1.563.863,488.418,2012,%76 %24
36,KÃ¼tahya,573.421,375.267,198.154,2012,%65 %35
28,Malatya,762.366,504.793,257.573,2012,%66 %34
14,Manisa,1.346.162,904.513,441.649,2012,%67 %33
18,KahramanmaraÅ,1.063.174,675.589,387.585,2012,%64 %36
27,Mardin,773.026,458.112,314.914,2012,%59 %41
24,MuÄla,851.145,373.937,477.208,2012,%44 %56
47,MuÅ,413.260,154.472,258.788,2012,%37 %63
60,NevÅehir,285.190,162.228,122.962,2012,%57 %43
54,NiÄde,340.270,173.480,166.79,2012,%51 %49
30,Ordu,741.371,423.295,318.076,2012,%57 %43
56,Rize,324.152,207.631,116.521,2012,%64 %36
22,Sakarya,902.267,680.637,221.63,2012,%75 %25
16,Samsun,1.251.722,840.399,411.323,2012,%67 %33
58,Siirt,310.879,191.703,119.176,2012,%62 %38
72,Sinop,201.311,109.787,91.524,2012,%55 %45
32,Sivas,623.535,428.426,195.109,2012,%69 %31
23,TekirdaÄ,852.321,589.049,263.272,2012,%69 %31
33,Tokat,613.990,358.494,255.496,2012,%58 %42
29,Trabzon,757.898,426.882,331.016,2012,%56 %44
80,Tunceli,86.276,57.737,28.539,2012,%67 %33
9,ÅanlÄ±urfa,1.762.075,975.455,786.62,2012,%55 %45
52,UÅak,342.269,233.659,108.61,2012,%68 %32
19,Van,1.051.975,548.717,503.258,2012,%52 %48
44,Yozgat,453.211,266.090,187.121,2012,%59 %41
34,Zonguldak,606.527,287.305,319.222,2012,%47 %53
49,Aksaray,379.915,236.177,143.738,2012,%62 %38
81,Bayburt,75.797,40.564,35.233,2012,%54 %46
66,Karaman,235.424,165.564,69.86,2012,%70 %30
63,KÄ±rÄ±kkale,274.727,232.959,41.768,2012,%85 %15
39,Batman,534.205,399.042,135.163,2012,%75 %25
43,ÅÄ±rnak,466.982,298.929,168.053,2012,%64 %36
74,BartÄ±n,188.436,68.151,120.285,2012,%36 %64
79,Ardahan,106.643,37.522,69.121,2012,%35 %65
73,IÄdÄ±r,190.409,101.483,88.926,2012,%53 %47
70,Yalova,211.799,149.421,62.378,2012,%71 %29
67,KarabÃ¼k,225.145,172.945,52.2,2012,%77 %23
78,Kilis,124.320,88.934,35.386,2012,%72 %28
42,Osmaniye,492.135,363.067,129.068,2012,%74 %26
51,DÃ¼zce,346.493,201.434,145.059,2012,%58 %42
6,Adana,2.149.260,2.149.260,[not 1],2013,%100 %0
35,AdÄ±yaman,597.184,373.183,224.001,2013,%62 %38
31,Afyonkarahisar,707.123,396.621,310.502,2013,%56 %44
38,AÄrÄ±,551.177,294.705,256.472,2013,%53 %47
49,Aksaray,382.806,239.740,143.066,2013,%63 %37
57,Amasya,321.977,215.997,105.980,2013,%67 %33
2,Ankara,5.045.083,5.045.083,[not 1],2013,%100 %0
5,Antalya,2.158.265,2.158.265,[not 1],2013,%100 %0
79,Ardahan,102.782,36.214,66.568,2013,%35 %65
76,Artvin,169.334,94.316,75.018,2013,%56 %44
20,AydÄ±n,1.020.957,1.020.957,[not 1],2013,%100 %0
17,BalÄ±kesir,1.162.761,1.162.761,[not 1],2013,%100 %0
75,BartÄ±n,189.139,72.995,116.144,2013,%39 %61
39,Batman,547.581,420.833,126.748,2013,%77 %23
81,Bayburt,75.620,40.836,34.784,2013,%54 %46
71,Bilecik,208.888,160.798,48.090,2013,%77 %23
64,BingÃ¶l,265.514,150.556,114.958,2013,%57 %43
55,Bitlis,337.156,184.454,152.702,2013,%55 %45
61,Bolu,283.496,190.276,93.220,2013,%67 %33
65,Burdur,257.267,165.970,91.297,2013,%65 %35
4,Bursa,2.740.970,2.740.970,[not 1],2013,%100 %0
41,Ãanakkale,502.328,288.770,213.558,2013,%57 %43
73,ÃankÄ±rÄ±,190.909,119.476,71.433,2013,%63 %37
40,Ãorum,532.080,369.163,162.917,2013,%69 %31
21,Denizli,963.464,963.464,[not 1],2013,%100 %0
12,DiyarbakÄ±r,1.607.437,1.607.437,[not 1],2013,%100 %0
51,DÃ¼zce,351.509,210.127,141.382,2013,%60 %40
48,Edirne,398.582,279.508,119.074,2013,%70 %30
37,ElazÄ±Ä,568.239,406.131,162.108,2013,%71 %29
70,Erzincan,219.996,126.120,93.876,2013,%57 %43
27,Erzurum,766.729,766.729,[not 1],2013,%100 %0
25,EskiÅehir,799.724,799.724,[not 1],2013,%100 %0
8,Gaziantep,1.844.438,1.844.438,[not 1],2013,%100 %0
45,Giresun,425.007,251.811,173.196,2013,%59 %41
77,GÃ¼mÃ¼Åhane,141.412,70.667,70.745,2013,%50 %50
63,HakkÃ¢ri,273.041,149.217,123.824,2013,%55 %45
13,Hatay,1.503.066,1.503.066,[not 1],2013,%100 %0
74,IÄdÄ±r,190.424,102.154,88.270,2013,%54 %46
46,Isparta,417.774,289.203,128.571,2013,%69 %31
1,Ä°stanbul,14.160.467,14.160.467,[not 1],2013,%100 %0
3,Ä°zmir,4.061.074,4.061.074,[not 1],2013,%100 %0
18,KahramanmaraÅ,1.075.706,1.075.706,[not 1],2013,%100 %0
67,KarabÃ¼k,230.251,172.756,57.495,2013,%75 %25
66,Karaman,237.939,168.686,69.253,2013,%71 %29
59,Kars,300.874,129.458,171.416,2013,%43 %57
50,Kastamonu,368.093,207.045,161.048,2013,%56 %44
15,Kayseri,1.295.355,1.295.355,[not 1],2013,%100 %0
78,Kilis,128.586,93.640,34.946,2013,%73 %27
62,KÄ±rÄ±kkale,274.658,231.831,42.827,2013,%84 %16
54,KÄ±rklareli,340.559,232.309,108.250,2013,%68 %32
68,KÄ±rÅehir,223.498,165.717,57.781,2013,%74 %26
11,Kocaeli,1.676.202,1.676.202,[not 1],2013,%100 %0
7,Konya,2.079.225,2.079.225,[not 1],2013,%100 %0
36,KÃ¼tahya,572.059,382.126,189.933,2013,%67 %33
28,Malatya,762.538,762.538,[not 1],2013,%100 %0
14,Manisa,1.359.463,1.359.463,[not 1],2013,%100 %0
26,Mardin,779.738,779.738,[not 1],2013,%100 %0
10,Mersin,1.705.774,1.705.774,[not 1],2013,%100 %0
24,MuÄla,866.665,866.665,[not 1],2013,%100 %0
47,MuÅ,412.553,156.411,256.142,2013,%38 %62
60,NevÅehir,285.460,168.771,116.689,2013,%59 %41
53,NiÄde,343.658,182.097,161.561,2013,%53 %47
30,Ordu,731.452,731.452,[not 1],2013,%100 %0
42,Osmaniye,498.981,374.867,124.114,2013,%75 %25
56,Rize,328.205,204.194,124.011,2013,%62 %38
22,Sakarya,917.373,917.373,[not 1],2013,%100 %0
16,Samsun,1.261.810,1.261.810,[not 1],2013,%100 %0
9,ÅanlÄ±urfa,1.801.980,1.801.980,[not 1],2013,%100 %0
