rank,city,total,urban,rural,year,rate
65,Bitlis,111.187,28.465,82.722,1955,
35,Bolu,318.219,41.322,276.897,1955,
60,Burdur,157.183,34.385,122.798,1955,
7,Bursa,598.898,215.428,383.47,1955,
36,Ãanakkale,311.456,59.814,251.642,1955,
47,ÃankÄ±rÄ±,228.132,28.330,199.802,1955,
57,Ãoruh,176.845,20.882,155.963,1955,
19,Ãorum,401.547,62.953,338.594,1955,
25,Denizli,368.294,72.170,296.124,1955,
29,DiyarbakÄ±r,343.903,98.798,245.105,1955,
42,Edirne,252.190,73.516,178.674,1955,
44,ElazÄ±Ä,242.279,59.466,182.813,1955,
50,Erzincan,215.592,34.412,181.18,1955,
11,Erzurum,519.976,108.826,411.15,1955,
34,EskiÅehir,323.511,138.314,185.197,1955,
23,Gaziantep,376.969,153.699,223.27,1955,
32,Giresun,334.297,40.603,293.694,1955,
53,GÃ¼mÃ¼Åhane,211.563,23.124,188.439,1955,
66,HakkÃ¢ri,54.824,7.216,47.608,1955,
26,Hatay,363.631,129.341,234.29,1955,
24,Ä°Ã§el,371.667,113.182,258.485,1955,
51,Ä°sparta,212.080,66.864,145.216,1955,
1,Ä°stanbul,1.533.822,1.297.372,236.45,1955,
3,Ä°zmir,910.496,441.047,469.449,1955,
13,Kars,487.844,82.416,405.428,1955,
20,Kastamonu,393.739,49.886,343.853,1955,
15,Kayseri,422.010,128.262,293.748,1955,
49,KÄ±rklareli,222.856,60.565,162.291,1955,
41,Kocaeli,253.174,84.492,168.682,1955,
4,Konya,847.723,214.896,632.827,1955,
33,KÃ¼tahya,330.978,55.286,275.692,1955,
30,Malatya,342.835,90.882,251.953,1955,
9,Manisa,562.155,171.997,390.158,1955,
31,MaraÅ,336.797,66.963,269.834,1955,
37,Mardin,305.520,62.346,243.174,1955,
40,MuÄla,267.579,44.886,222.693,1955,
62,MuÅ,136.401,19.600,116.801,1955,
45,NevÅehir,239.054,55.808,183.246,1955,
39,NiÄde,285.448,46.960,238.488,1955,
17,Ordu,407.687,39.655,368.032,1955,
52,Rize,211.967,38.999,172.968,1955,
38,Sakarya,297.108,74.255,222.853,1955,
10,Samsun,549.156,122.260,426.896,1955,
5,Seyhan,628.505,238.327,390.178,1955,
55,Siirt,191.234,37.331,153.903,1955,
46,Sinop,239.027,21.736,217.291,1955,
8,Sivas,590.869,115.620,475.249,1955,
43,TekirdaÄ,251.071,55.846,195.225,1955,
22,Tokat,388.727,84.434,304.293,1955,
14,Trabzon,462.249,59.781,402.468,1955,
63,Tunceli,121.743,14.918,106.825,1955,
28,Urfa,348.199,102.450,245.749,1955,
59,UÅak,165.374,41.631,123.743,1955,
58,Van,175.250,33.469,141.781,1955,
21,Yozgat,391.880,42.963,348.917,1955,
12,Zonguldak,491.147,95.254,395.893,1955,
5,Adana,760.803,334.039,426.764,1960,
53,AdÄ±yaman,233.717,39.701,194.016,1960,
18,Afyonkarahisar,459.115,107.813,351.302,1960,
55,AÄrÄ±,215.118,41.320,173.798,1960,
45,Amasya,257.281,70.646,186.635,1960,
2,Ankara,1.321.380,783.851,537.529,1960,
26,Antalya,416.130,95.424,320.706,1960,
57,Artvin,196.301,25.357,170.944,1960,
17,AydÄ±n,467.341,141.686,325.655,1960,
7,BalÄ±kesir,670.669,206.661,464.008,1960,
63,Bilecik,145.699,30.913,114.786,1960,
65,BingÃ¶l,131.364,14.723,116.641,1960,
66,Bitlis,128.966,34.270,94.696,1960,
37,Bolu,353.004,54.136,298.868,1960,
60,Burdur,179.514,47.944,131.57,1960,
6,Bursa,693.894,262.362,431.532,1960,
38,Ãanakkale,337.610,71.757,265.853,1960,
52,ÃankÄ±rÄ±,241.452,38.460,202.992,1960,
19,Ãorum,446.389,83.894,362.495,1960,
25,Denizli,425.449,100.916,324.533,1960,
29,DiyarbakÄ±r,401.884,124.718,277.166,1960,
43,Edirne,276.479,86.542,189.937,1960,
42,ElazÄ±Ä,278.332,81.223,197.109,1960,
50,Erzincan,243.005,48.229,194.776,1960,
12,Erzurum,568.864,129.823,439.041,1960,
33,EskiÅehir,368.827,176.360,192.467,1960,
23,Gaziantep,434.579,195.816,238.763,1960,
32,Giresun,381.453,59.090,322.363,1960,
49,GÃ¼mÃ¼Åhane,243.115,24.798,218.317,1960,
67,HakkÃ¢ri,67.766,9.956,57.81,1960,
21,Hatay,441.209,167.885,273.324,1960,
51,Isparta,242.352,84.437,157.915,1960,
20,Ä°Ã§el,444.523,152.506,292.017,1960,
1,Ä°stanbul,1.882.092,1.506.040,376.052,1960,
3,Ä°zmir,1.063.490,548.327,515.163,1960,
13,Kars,543.600,96.427,447.173,1960,
24,Kastamonu,433.620,60.414,373.206,1960,
15,Kayseri,480.387,161.340,319.047,1960,
46,KÄ±rklareli,241.146,71.732,169.414,1960,
61,KÄ±rÅehir,175.749,36.558,139.191,1960,
41,Kocaeli,297.463,112.082,185.381,1960,
4,Konya,982.422,279.878,702.544,1960,
34,KÃ¼tahya,367.753,72.972,294.781,1960,
30,Malatya,394.172,120.478,273.694,1960,
9,Manisa,657.104,228.126,428.978,1960,
31,MaraÅ,389.857,85.828,304.029,1960,
36,Mardin,353.411,73.907,279.504,1960,
40,MuÄla,299.611,53.238,246.373,1960,
62,MuÅ,167.638,23.954,143.684,1960,
58,NevÅehir,187.398,41.190,146.208,1960,
39,NiÄde,322.917,59.695,263.222,1960,
16,Ordu,469.379,58.134,411.245,1960,
48,Rize,248.930,53.903,195.027,1960,
35,Sakarya,361.992,111.064,250.928,1960,
10,Samsun,654.602,162.970,491.632,1960,
54,Siirt,232.243,54.686,177.557,1960,
47,Sinop,249.730,30.381,219.349,1960,
8,Sivas,669.922,149.491,520.431,1960,
44,TekirdaÄ,274.806,84.896,189.91,1960,
22,Tokat,437.590,99.447,338.143,1960,
14,Trabzon,532.999,83.692,449.307,1960,
64,Tunceli,140.068,19.245,120.823,1960,
28,Urfa,401.919,123.916,278.003,1960,
58,UÅak,184.733,49.932,134.801,1960,
56,Van,211.034,42.881,168.153,1960,
27,Yozgat,402.400,52.557,349.843,1960,
11,Zonguldak,569.059,123.094,445.965,1960,
5,Adana,902.712,422.298,480.414,1965,%47 %53
47,AdÄ±yaman,267.288,51.463,215.825,1965,%19 %81
21,Afyonkarahisar,502.248,125.102,377.146,1965,%25 %75
56,AÄrÄ±,246.961,53.420,193.541,1965,%22 %78
45,Amasya,285.729,83.016,202.713,1965,%29 %71
2,Ankara,1.644.302,1.069.761,574.541,1965,%65 %35
23,Antalya,486.910,129.657,357.253,1965,%27 %73
57,Artvin,210.065,30.068,179.997,1965,%14 %86
17,AydÄ±n,524.918,165.953,358.965,1965,%32 %68
9,BalÄ±kesir,708.342,230.353,477.989,1965,%33 %67
66,Bilecik,139.041,36.356,102.685,1965,%26 %74
65,BingÃ¶l,150.521,20.401,130.12,1965,%14 %86
64,Bitlis,154.069,43.813,110.256,1965,%28 %72
37,Bolu,383.939,70.459,313.48,1965,%18 %82
61,Burdur,194.950,54.135,140.815,1965,%28 %72
7,Bursa,755.504,335.048,420.456,1965,%44 %56
39,Ãanakkale,350.317,81.753,268.564,1965,%23 %77
55,ÃankÄ±rÄ±,250.706,43.731,206.975,1965,%17 %83
24,Ãorum,485.567,97.032,388.535,1965,%20 %80
26,Denizli,463.369,117.739,345.63,1965,%25 %75
25,DiyarbakÄ±r,475.916,162.467,313.449,1965,%34 %66
43,Edirne,303.234,102.171,201.063,1965,%34 %66
42,ElazÄ±Ä,322.727,106.180,216.547,1965,%33 %67
53,Erzincan,258.586,57.397,201.189,1965,%22 %78
12,Erzurum,628.001,152.183,475.818,1965,%24 %76
33,EskiÅehir,415.101,200.332,214.769,1965,%48 %52
19,Gaziantep,511.026,244.215,266.811,1965,%48 %52
32,Giresun,428.015,75.069,352.946,1965,%18 %82
52,GÃ¼mÃ¼Åhane,262.731,31.957,230.774,1965,%12 %88
67,HakkÃ¢ri,83.937,14.132,69.805,1965,%17 %83
20,Hatay,506.154,203.610,302.544,1965,%40 %60
49,Isparta,266.240,96.551,169.689,1965,%36 %64
18,Ä°Ã§el,511.273,189.382,321.891,1965,%37 %63
1,Ä°stanbul,2.293.823,1.792.071,501.752,1965,%78 %22
3,Ä°zmir,1.234.667,621.553,613.114,1965,%50 %50
13,Kars,606.313,117.363,488.95,1965,%19 %81
29,Kastamonu,441.638,67.163,374.475,1965,%15 %85
16,Kayseri,536.206,191.221,344.985,1965,%36 %64
54,KÄ±rklareli,258.386,85.856,172.53,1965,%33 %67
60,KÄ±rÅehir,196.836,42.000,154.836,1965,%21 %79
40,Kocaeli,335.518,136.531,198.987,1965,%41 %59
4,Konya,1.122.622,354.578,768.044,1965,%32 %68
35,KÃ¼tahya,398.081,87.084,310.997,1965,%22 %78
27,Malatya,452.624,147.040,305.584,1965,%32 %68
8,Manisa,748.545,265.857,482.688,1965,%36 %64
30,MaraÅ,438.423,105.090,333.333,1965,%24 %76
36,Mardin,397.880,90.093,307.787,1965,%23 %77
41,MuÄla,334.973,59.330,275.643,1965,%18 %82
59,MuÅ,198.716,32.503,166.213,1965,%16 %84
58,NevÅehir,203.316,46.710,156.606,1965,%23 %77
38,NiÄde,362.444,69.956,292.488,1965,%19 %81
15,Ordu,543.863,83.585,460.278,1965,%15 %85
46,Rize,281.099,63.554,217.545,1965,%23 %77
34,Sakarya,404.078,124.936,279.142,1965,%31 %69
6,Samsun,755.946,197.103,558.843,1965,%26 %74
51,Siirt,264.832,75.520,189.312,1965,%29 %71
50,Sinop,266.069,38.068,228.001,1965,%14 %86
10,Sivas,705.186,168.685,536.501,1965,%24 %76
44,TekirdaÄ,287.381,96.897,190.484,1965,%34 %66
22,Tokat,495.352,123.403,371.949,1965,%25 %75
14,Trabzon,595.782,108.492,487.29,1965,%18 %82
63,Tunceli,154.175,23.240,130.935,1965,%15 %85
28,Urfa,450.798,150.383,300.415,1965,%33 %67
62,UÅak,190.536,57.133,133.403,1965,%30 %70
48,Van,266.840,60.686,206.154,1965,%23 %77
31,Yozgat,437.883,67.466,370.417,1965,%15 %85
11,Zonguldak,650.191,157.463,492.728,1965,%24 %76
5,Adana,1.035.377,525.668,509.709,1970,%51 %49
48,AdÄ±yaman,303.511,70.398,233.113,1970,%23 %77
23,Afyonkarahisar,542.111,150.778,391.333,1970,%28 %72
51,AÄrÄ±,290.311,72.573,217.738,1970,%25 %75
47,Amasya,307.025,97.088,209.937,1970,%32 %68
2,Ankara,2.041.658,1.467.304,574.354,1970,%72 %28
21,Antalya,577.334,176.008,401.326,1970,%30 %70
59,Artvin,225.869,39.436,186.433,1970,%17 %83
22,AydÄ±n,564.802,186.856,377.946,1970,%33 %67
9,BalÄ±kesir,749.669,261.626,488.043,1970,%35 %65
66,Bilecik,138.856,43.601,95.255,1970,%31 %69
64,BingÃ¶l,177.951,35.451,142.5,1970,%20 %80
63,Bitlis,185.473,59.939,125.534,1970,%32 %68
38,Bolu,403.766,84.321,319.445,1970,%21 %79
61,Burdur,210.335,61.708,148.627,1970,%29 %71
6,Bursa,847.884,416.662,431.222,1970,%49 %51
42,Ãanakkale,360.764,97.305,263.459,1970,%27 %73
55,ÃankÄ±rÄ±,261.367,53.747,207.62,1970,%21 %79
27,Ãorum,518.366,124.283,394.083,1970,%24 %76
28,Denizli,511.160,141.309,369.851,1970,%28 %72
20,DiyarbakÄ±r,581.208,238.504,342.704,1970,%41 %59
45,Edirne,316.425,119.978,196.447,1970,%38 %62
40,ElazÄ±Ä,376.915,151.555,225.36,1970,%40 %60
53,Erzincan,276.122,78.195,197.927,1970,%28 %72
12,Erzurum,684.951,196.821,488.13,1970,%29 %71
31,EskiÅehir,459.367,245.905,213.462,1970,%54 %46
16,Gaziantep,606.540,330.082,276.458,1970,%54 %46
34,Giresun,451.679,90.906,360.773,1970,%20 %80
52,GÃ¼mÃ¼Åhane,282.238,45.070,237.168,1970,%16 %84
67,HakkÃ¢ri,102.312,20.794,81.518,1970,%20 %80
18,Hatay,591.064,242.052,349.012,1970,%41 %59
50,Isparta,300.029,114.296,185.733,1970,%38 %62
19,Ä°Ã§el,590.943,246.300,344.643,1970,%42 %58
1,Ä°stanbul,3.019.032,2.203.337,815.695,1970,%73 %27
3,Ä°zmir,1.427.173,753.041,674.132,1970,%53 %47
13,Kars,660.018,153.241,506.777,1970,%23 %77
35,Kastamonu,446.601,82.101,364.5,1970,%18 %82
17,Kayseri,598.693,236.824,361.869,1970,%40 %60
56,KÄ±rklareli,257.131,92.581,164.55,1970,%36 %64
60,KÄ±rÅehir,214.932,54.669,160.263,1970,%25 %75
39,Kocaeli,385.408,188.185,197.223,1970,%49 %51
4,Konya,1.280.239,455.707,824.532,1970,%36 %64
36,KÃ¼tahya,439.967,110.209,329.758,1970,%25 %75
29,Malatya,510.979,179.647,331.332,1970,%35 %65
8,Manisa,805.650,299.202,506.448,1970,%37 %63
26,KahramanmaraÅ,528.982,165.056,363.926,1970,%31 %69
33,Mardin,453.092,119.852,333.24,1970,%26 %74
41,MuÄla,368.776,70.596,298.18,1970,%19 %81
57,MuÅ,234.250,44.889,189.361,1970,%19 %81
58,NevÅehir,229.830,57.545,172.285,1970,%25 %75
37,NiÄde,408.441,85.772,322.669,1970,%21 %79
15,Ordu,608.721,118.041,490.68,1970,%19 %81
46,Rize,315.700,72.714,242.986,1970,%23 %77
32,Sakarya,459.052,152.277,306.775,1970,%33 %67
7,Samsun,821.183,235.716,585.467,1970,%29 %71
44,Siirt,320.684,111.206,209.478,1970,%35 %65
54,Sinop,265.655,46.382,219.273,1970,%17 %83
11,Sivas,731.921,211.374,520.547,1970,%29 %71
49,TekirdaÄ,302.946,117.351,185.595,1970,%39 %61
24,Tokat,540.855,146.623,394.232,1970,%27 %73
14,Trabzon,659.120,138.435,520.685,1970,%21 %79
65,Tunceli,157.293,29.363,127.93,1970,%19 %81
25,Urfa,538.131,205.524,332.607,1970,%38 %62
62,UÅak,207.512,69.926,137.586,1970,%34 %66
43,Van,325.763,88.227,237.536,1970,%27 %73
30,Yozgat,464.410,88.065,376.345,1970,%19 %81
10,Zonguldak,743.654,220.904,522.75,1970,%30 %70
5,Adana,1.240.475,706.186,534.289,1975,%57 %43
45,AdÄ±yaman,346.892,100.722,246.170,1975,%29 %71
26,Afyonkarahisar,579.171,169.494,409.677,1975,%29 %71
48,AÄrÄ±,330.201,92.386,237.815,1975,%28 %72
49,Amasya,322.806,115.480,207.326,1975,%36 %64
2,Ankara,2.585.293,1.997.980,587.313,1975,%77 %23
19,Antalya,669.357,223.089,446.268,1975,%33 %67
61,Artvin,228.026,42.496,185.530,1975,%19 %81
23,AydÄ±n,609.869,214.505,395.364,1975,%35 %65
10,BalÄ±kesir,789.255,294.827,494.428,1975,%37 %63
66,Bilecik,137.120,47.219,89.901,1975,%34 %66
64,BingÃ¶l,210.804,45.961,164.843,1975,%22 %78
63,Bitlis,218.305,76.702,141.603,1975,%35 %65
39,Bolu,428.704,96.780,331.924,1975,%23 %77
62,Burdur,222.896,71.071,151.825,1975,%32 %68
6,Bursa,961.639,507.106,454.533,1975,%53 %47
44,Ãanakkale,369.385,107.825,261.560,1975,%29 %71
57,ÃankÄ±rÄ±,265.468,62.444,203.024,1975,%24 %76
29,Ãorum,547.580,145.969,401.611,1975,%27 %73
28,Denizli,560.916,171.586,389.330,1975,%31 %69
21,DiyarbakÄ±r,651.233,281.960,369.273,1975,%43 %57
46,Edirne,340.732,135.792,204.940,1975,%40 %60
40,ElazÄ±Ä,417.924,175.675,242.249,1975,%42 %58
53,Erzincan,283.683,85.184,198.499,1975,%30 %70
11,Erzurum,746.666,241.467,505.199,1975,%32 %68
33,EskiÅehir,495.097,292.110,202.987,1975,%59 %41
15,Gaziantep,715.939,427.017,288.922,1975,%60 %40
36,Giresun,463.587,108.838,354.749,1975,%23 %77
52,GÃ¼mÃ¼Åhane,293.673,46.519,247.154,1975,%16 %84
67,HakkÃ¢ri,126.036,30.332,95.704,1975,%24 %76
12,Hatay,744.113,311.307,432.806,1975,%42 %58
50,Isparta,322.685,132.240,190.445,1975,%41 %59
16,Ä°Ã§el,714.817,332.900,381.917,1975,%47 %53
1,Ä°stanbul,3.904.588,2.648.006,1.256.582,1975,%68 %32
3,Ä°zmir,1.673.966,905.059,768.907,1975,%54 %46
17,Kars,707.398,170.777,536.621,1975,%24 %76
38,Kastamonu,438.243,87.603,350.640,1975,%20 %80
18,Kayseri,676.809,295.582,381.227,1975,%44 %56
54,KÄ±rklareli,268.399,109.309,159.090,1975,%41 %59
59,KÄ±rÅehir,232.853,70.532,162.321,1975,%30 %70
34,Kocaeli,477.736,255.557,222.179,1975,%53 %47
4,Konya,1.422.461,555.172,867.289,1975,%39 %61
35,KÃ¼tahya,470.423,136.621,333.802,1975,%29 %71
27,Malatya,574.558,215.250,359.308,1975,%37 %63
8,Manisa,872.375,341.489,530.886,1975,%39 %61
22,KahramanmaraÅ,641.480,220.710,420.770,1975,%34 %66
30,Mardin,519.687,155.876,363.811,1975,%30 %70
41,MuÄla,400.796,85.011,315.785,1975,%21 %79
56,MuÅ,267.203,54.723,212.480,1975,%20 %80
58,NevÅehir,249.308,68.634,180.674,1975,%28 %72
37,NiÄde,463.121,109.094,354.027,1975,%24 %76
20,Ordu,664.290,148.737,515.553,1975,%22 %78
47,Rize,336.278,82.708,253.570,1975,%25 %75
32,Sakarya,495.649,172.210,323.439,1975,%35 %65
7,Samsun,906.381,290.207,616.174,1975,%32 %68
43,Siirt,381.503,148.521,232.982,1975,%39 %61
55,Sinop,267.605,53.839,213.766,1975,%20 %80
13,Sivas,741.713,238.318,503.395,1975,%32 %68
51,TekirdaÄ,319.987,137.332,182.655,1975,%43 %57
24,Tokat,599.166,175.446,423.720,1975,%29 %71
14,Trabzon,719.008,171.570,547.438,1975,%24 %76
65,Tunceli,164.591,35.332,129.259,1975,%21 %79
25,Urfa,597.277,264.119,333.158,1975,%44 %56
60,UÅak,229.679,86.817,142.862,1975,%38 %62
42,Van,386.314,115.830,270.484,1975,%30 %70
31,Yozgat,500.371,108.543,391.828,1975,%22 %78
9,Zonguldak,836.156,263.365,572.791,1975,%32 %69
5,Adana,1.485.743,842.845,642.898,1980,%57 %43
46,AdÄ±yaman,367.595,116.986,250.609,1980,%32 %68
28,Afyonkarahisar,597.516,191.298,406.218,1980,%32 %68
45,AÄrÄ±,368.009,108.414,259.595,1980,%29 %71
51,Amasya,341.287,128.077,213.210,1980,%38 %62
2,Ankara,2.854.689,2.238.967,615.722,1980,%78 %22
18,Antalya,748.706,280.837,467.869,1980,%38 %62
63,Artvin,228.997,46.208,182.789,1980,%20 %80
23,AydÄ±n,652.488,245.329,407.159,1980,%38 %62
11,BalÄ±kesir,853.177,344.368,508.809,1980,%40 %60
67,Bilecik,147.001,56.981,90.020,1980,%39 %61
64,BingÃ¶l,228.702,54.997,173.705,1980,%24 %76
58,Bitlis,257.908,93.757,164.151,1980,%36 %64
38,Bolu,471.751,113.569,358.182,1980,%24 %76
62,Burdur,235.009,84.983,150.026,1980,%36 %64
6,Bursa,1.148.492,636.910,511.582,1980,%55 %45
44,Ãanakkale,391.568,126.703,264.865,1980,%32 %68
57,ÃankÄ±rÄ±,258.436,69.325,189.111,1980,%27 %73
30,Ãorum,571.831,167.273,404.558,1980,%29 %71
26,Denizli,603.338,205.938,397.400,1980,%34 %66
16,DiyarbakÄ±r,778.150,374.264,403.886,1980,%48 %52
47,Edirne,363.286,153.236,210.050,1980,%42 %58
42,ElazÄ±Ä,440.808,187.025,253.783,1980,%42 %58
54,Erzincan,282.022,95.228,186.794,1980,%34 %66
14,Erzurum,801.809,285.182,516.627,1980,%36 %64
33,EskiÅehir,543.802,343.923,199.879,1980,%63 %37
13,Gaziantep,808.697,512.745,295.952,1980,%63 %37
37,Giresun,480.083,127.111,352.972,1980,%26 %74
56,GÃ¼mÃ¼Åhane,275.191,51.404,223.787,1980,%19 %81
66,HakkÃ¢ri,155.463,44.118,111.345,1980,%28 %72
10,Hatay,856.271,366.550,489.721,1980,%43 %57
50,Isparta,350.116,158.251,191.865,1980,%45 %55
12,Ä°Ã§el,843.931,424.544,419.387,1980,%50 %50
1,Ä°stanbul,4.741.890,2.909.455,1.832.435,1980,%61 %39
3,Ä°zmir,1.976.763,1.059.183,917.580,1980,%54 %46
22,Kars,700.238,172.119,528.119,1980,%25 %75
40,Kastamonu,450.946,99.680,351.266,1980,%22 %78
15,Kayseri,778.383,380.352,398.031,1980,%49 %51
53,KÄ±rklareli,283.408,118.849,164.559,1980,%42 %58
61,KÄ±rÅehir,240.497,83.965,156.532,1980,%35 %65
29,Kocaeli,596.899,318.026,278.873,1980,%53 %47
4,Konya,1.562.139,672.695,889.444,1980,%43 %57
36,KÃ¼tahya,497.089,162.031,335.058,1980,%33 %67
25,Malatya,606.996,241.560,365.436,1980,%40 %60
9,Manisa,941.941,396.297,545.644,1980,%42 %58
19,KahramanmaraÅ,738.032,281.382,456.650,1980,%38 %62
31,Mardin,564.967,192.004,372.963,1980,%34 %66
43,MuÄla,438.145,100.314,337.831,1980,%23 %77
52,MuÅ,302.406,71.077,231.329,1980,%24 %77
59,NevÅehir,256.933,77.404,179.529,1980,%30 %70
34,NiÄde,512.071,140.415,371.656,1980,%27 %73
21,Ordu,713.535,169.820,543.715,1980,%24 %76
48,Rize,361.258,96.152,265.106,1980,%27 %73
32,Sakarya,548.747,195.069,353.678,1980,%36 %64
7,Samsun,1.008.113,345.200,662.913,1980,%34 %66
41,Siirt,445.483,183.804,261.679,1980,%41 %59
55,Sinop,276.242,57.443,218.799,1980,%21 %79
17,Sivas,750.144,273.215,476.929,1980,%36 %64
49,TekirdaÄ,360.742,167.270,193.472,1980,%46 %54
24,Tokat,624.508,200.231,424.277,1980,%32 %68
20,Trabzon,731.045,186.580,544.465,1980,%26 %74
65,Tunceli,157.974,36.184,121.790,1980,%23 %77
27,Urfa,602.736,282.419,320.317,1980,%47 %53
60,UÅak,247.224,103.474,143.750,1980,%42 %58
39,Van,468.646,156.852,311.794,1980,%33 %67
35,Yozgat,504.433,124.297,380.136,1980,%25 %75
8,Zonguldak,954.512,312.843,641.669,1980,%33 %67
5,Adana,1.725.940,1.142.201,583.739,1985,%66 %34
44,AdÄ±yaman,430.728,150.991,279.737,1985,%35 %65
28,Afyon,666.978,229.790,437.188,1985,%34 %66
45,AÄrÄ±,421.131,141.852,279.279,1985,%34 %66
51,Amasya,358.289,148.614,209.675,1985,%41 %59
2,Ankara,3.306.327,2.737.209,569.118,1985,%83 %17
15,Antalya,891.149,397.712,493.437,1985,%45 %55
64,Artvin,226.338,58.302,168.036,1985,%26 %74
23,AydÄ±n,743.419,302.311,441.108,1985,%41 %59
14,BalÄ±kesir,910.282,407.585,502.697,1985,%45 %55
66,Bilecik,160.909,71.521,89.388,1985,%44 %56
63,BingÃ¶l,241.548,61.199,180.349,1985,%25 %75
53,Bitlis,300.843,119.626,181.217,1985,%40 %60
39,Bolu,504.778,143.787,360.991,1985,%28 %72
62,Burdur,248.002,98.907,149.095,1985,%40 %60
6,Bursa,1.324.015,840.094,483.921,1985,%63 %37
46,Ãanakkale,417.121,148.108,269.013,1985,%36 %64
60,ÃankÄ±rÄ±,263.964,84.494,179.47,1985,%32 %68
32,Ãorum,599.204,200.431,398.773,1985,%33 %67
27,Denizli,667.478,248.673,418.805,1985,%37 %63
13,DiyarbakÄ±r,934.505,472.055,462.45,1985,%51 %49
48,Edirne,389.638,178.610,211.028,1985,%46 %54
42,ElazÄ±Ä,483.715,233.621,250.094,1985,%48 %52
54,Erzincan,299.985,112.307,187.678,1985,%37 %63
17,Erzurum,856.175,350.955,505.22,1985,%41 %59
33,EskiÅehir,597.397,404.236,193.161,1985,%68 %32
12,Gaziantep,966.490,642.938,323.552,1985,%67 %33
40,Giresun,502.151,160.995,341.156,1985,%32 %68
56,GÃ¼mÃ¼Åhane,283.753,68.793,214.96,1985,%24 %76
65,HakkÃ¢ri,182.645,55.563,127.082,1985,%30 %70
11,Hatay,1.002.252,428.845,573.407,1985,%43 %57
49,Isparta,382.844,183.298,199.546,1985,%48 %52
10,Ä°Ã§el,1.034.085,566.419,467.666,1985,%55 %45
1,Ä°stanbul,5.842.985,5.560.908,282.077,1985,%95 %5
3,Ä°zmir,2.317.829,1.800.797,517.032,1985,%78 %22
25,Kars,722.431,196.700,525.731,1985,%27 %73
43,Kastamonu,450.353,122.350,328.003,1985,%27 %73
16,Kayseri,864.060,488.556,375.504,1985,%57 %43
55,KÄ±rklareli,297.098,134.780,162.318,1985,%45 %55
61,KÄ±rÅehir,260.156,103.483,156.673,1985,%40 %60
24,Kocaeli,742.245,411.917,330.328,1985,%56 %45
4,Konya,1.769.050,852.457,916.593,1985,%48 %52
37,KÃ¼tahya,543.384,199.499,343.885,1985,%37 %63
29,Malatya,665.809,307.623,358.186,1985,%46 %54
8,Manisa,1.050.130,481.897,568.233,1985,%46 %54
18,KahramanmaraÅ,840.472,342.428,498.044,1985,%41 %59
30,Mardin,652.069,244.000,408.069,1985,%37 %63
41,MuÄla,486.290,136.160,350.13,1985,%28 %72
52,MuÅ,339.492,78.477,261.015,1985,%23 %77
58,NevÅehir,278.129,94.871,183.258,1985,%34 %66
34,NiÄde,560.386,172.556,387.83,1985,%31 %69
22,Ordu,763.857,220.067,543.79,1985,%29 %71
50,Rize,374.206,111.368,262.838,1985,%30 %70
31,Sakarya,610.500,227.625,382.875,1985,%37 %63
7,Samsun,1.108.710,408.622,700.088,1985,%37 %63
38,Siirt,524.741,237.014,287.727,1985,%45 %55
57,Sinop,280.140,70.543,209.597,1985,%25 %75
21,Sivas,772.209,315.336,456.873,1985,%41 %59
47,TekirdaÄ,402.721,205.678,197.043,1985,%51 %49
26,Tokat,679.071,246.126,432.945,1985,%36 %64
20,Trabzon,786.194,239.553,546.641,1985,%30 %70
67,Tunceli,151.906,43.085,108.821,1985,%28 %72
19,ÅanlÄ±urfa,795.034,401.450,393.584,1985,%50 %50
59,UÅak,271.261,126.078,145.183,1985,%46 %54
35,Van,547.216,189.269,357.947,1985,%35 %65
36,Yozgat,545.301,151.610,393.691,1985,%28 %72
9,Zonguldak,1.044.945,350.832,694.113,1985,%34 %66
4,Adana,1.934.907,1.350.339,584.568,1990,%69 %31
39,AdÄ±yaman,513.131,219.304,293.827,1990,%41 %59
26,Afyon,739.223,306.209,433.014,1990,%40 %60
43,AÄrÄ±,437.093,158.758,278.335,1990,%33 %67
54,Aksaray,326.399,144.217,182.182,1990,%43 %57
49,Amasya,357.191,162.544,194.647,1990,%44 %56
2,Ankara,3.236.626,2.836.719,399.907,1990,%87 %13
11,Antalya,1.132.211,602.194,530.017,1990,%52 %48
68,Artvin,212.833,66.097,146.736,1990,%28 %72
22,AydÄ±n,824.816,384.711,440.105,1990,%46 %54
16,BalÄ±kesir,973.314,468.758,504.556,1990,%48 %53
52,Batman,344.669,193.621,151.048,1990,%55 %45
73,Bayburt,107.330,41.295,66.035,1990,%35 %65
69,Bilecik,175.526,90.373,85.153,1990,%49 %51
65,BingÃ¶l,250.966,86.648,164.318,1990,%32 %68
53,Bitlis,330.115,142.947,187.168,1990,%41 %59
38,Bolu,536.869,203.122,333.747,1990,%36 %64
64,Burdur,254.899,129.112,125.787,1990,%48 %52
6,Bursa,1.603.137,1.157.805,445.332,1990,%72 %28
45,Ãanakkale,432.263,168.529,263.734,1990,%37 %63
60,ÃankÄ±rÄ±,279.129,113.855,165.274,1990,%38 %62
33,Ãorum,609.863,253.804,356.059,1990,%40 %60
25,Denizli,750.882,337.793,413.089,1990,%44 %56
13,DiyarbakÄ±r,1.094.996,600.640,494.356,1990,%53 %47
47,Edirne,404.599,210.421,194.178,1990,%50 %50
41,ElazÄ±Ä,498.225,272.790,225.435,1990,%53 %47
